product_title,sentiment,review
Puritan's Pride Biotin 1000 mcg-100 Softgels,Positive,Such a great product! Puritan's Pride Biotin 1000 mcg-100 Softgels has truly improved my health and vitality.
Puritan's Pride Biotin 1000 mcg-100 Softgels,Negative,"Sadly, Puritan's Pride Biotin 1000 mcg-100 Softgels did not work as advertised."
Puritan's Pride Biotin 1000 mcg-100 Softgels,Neutral,"The Puritan's Pride Biotin 1000 mcg-100 Softgels is okay. It has some benefits, but I haven't noticed any major changes."
Nature Made Multi for Her 50+ Dietary Softgels Original Formula - 60 Ct (Pack of 3),Positive,Great choice! Nature Made Multi for Her 50+ Dietary Softgels Original Formula - 60 Ct (Pack of 3) has been fantastic for me.
Nature Made Multi for Her 50+ Dietary Softgels Original Formula - 60 Ct (Pack of 3),Negative,"Sadly, Nature Made Multi for Her 50+ Dietary Softgels Original Formula - 60 Ct (Pack of 3) did not work as advertised."
Nature Made Multi for Her 50+ Dietary Softgels Original Formula - 60 Ct (Pack of 3),Neutral,"Neither good nor bad, Nature Made Multi for Her 50+ Dietary Softgels Original Formula - 60 Ct (Pack of 3) is acceptable."
Liqua-D K87 .5fl oz by Apex,Positive,I'm so happy with Liqua-D K87.5fl oz by Apex! It works wonders and tastes great too!
Liqua-D K87 .5fl oz by Apex,Negative,Liqua-D K87.5fl oz by Apex was a letdown. I won't be purchasing it again.
Liqua-D K87 .5fl oz by Apex,Neutral,"The Liqua-D K87.5fl oz by Apex is okay. It has some benefits, but I haven't noticed any major changes."
"Vitamin World Zygest Papaya Enzyme Vitamin, 250 Chewable Tablets",Positive,"This is a must-have! Vitamin World Zygest Papaya Enzyme Vitamin, 250 Chewable Tablets is so effective."
"Vitamin World Zygest Papaya Enzyme Vitamin, 250 Chewable Tablets",Negative,"Regrettably, Vitamin World Zygest Papaya Enzyme Vitamin, 250 Chewable Tablets didn't deliver the promised results."
"Vitamin World Zygest Papaya Enzyme Vitamin, 250 Chewable Tablets",Neutral,"I think Vitamin World Zygest Papaya Enzyme Vitamin, 250 Chewable Tablets is average. Does the job, but nothing extraordinary."
Pediatric Blood Pressure Cuff Sphygmomanometer Kit with Case,Positive,Pediatric Blood Pressure Cuff Sphygmomanometer Kit with Case is wonderful! Highly recommend it.
Pediatric Blood Pressure Cuff Sphygmomanometer Kit with Case,Negative,"Sadly, Pediatric Blood Pressure Cuff Sphygmomanometer Kit with Case did not work as advertised. Very disappointing."
Pediatric Blood Pressure Cuff Sphygmomanometer Kit with Case,Neutral,"I think Pediatric Blood Pressure Cuff Sphygmomanometer Kit with Case is average. It does the job, but nothing extraordinary."
"E3Live Blue Majik Powder, 50 Gram",Positive,"Great choice! E3Live Blue Majik Powder, 50 Gram has been fantastic for me."
"E3Live Blue Majik Powder, 50 Gram",Negative,"Sadly, E3Live Blue Majik Powder, 50 Gram did not work as advertised. Very disappointing."
"E3Live Blue Majik Powder, 50 Gram",Neutral,"Decent product, E3Live Blue Majik Powder, 50 Gram is just okay."
NuSci Niacin Vitamin B3 Pure Powder (1000 Grams (2.2 lb)),Positive,I highly recommend NuSci Niacin Vitamin B3 Pure Powder (1000 Grams (2.2 lb)). It has made a noticeable difference in my overall well-being.
NuSci Niacin Vitamin B3 Pure Powder (1000 Grams (2.2 lb)),Negative,NuSci Niacin Vitamin B3 Pure Powder (1000 Grams (2.2 lb)) is overrated. I expected more based on the reviews but was let down.
NuSci Niacin Vitamin B3 Pure Powder (1000 Grams (2.2 lb)),Neutral,The NuSci Niacin Vitamin B3 Pure Powder (1000 Grams (2.2 lb)) is decent. It hasn't changed my routine much.
"Bio-Tech Pharmacal D-Mannose, Supports Bladder and Urinary Tract Health (Powder - 100g)",Positive,"Great choice! Bio-Tech Pharmacal D-Mannose, Supports Bladder and Urinary Tract Health (Powder - 100g) has been fantastic for me."
"Bio-Tech Pharmacal D-Mannose, Supports Bladder and Urinary Tract Health (Powder - 100g)",Negative,"Regrettably, Bio-Tech Pharmacal D-Mannose, Supports Bladder and Urinary Tract Health (Powder - 100g) didn't deliver the promised results."
"Bio-Tech Pharmacal D-Mannose, Supports Bladder and Urinary Tract Health (Powder - 100g)",Neutral,"I think Bio-Tech Pharmacal D-Mannose, Supports Bladder and Urinary Tract Health (Powder - 100g) is average. It does the job, but nothing extraordinary."
Polar - Loop Activity Tracker with H7 Heart Rate Sensor XS-S and Bag - Black,Positive,"Absolutely love Polar - Loop Activity Tracker with H7 Heart Rate Sensor XS-S and I've been using it for over a year now. I've experienced amazing results, and I can't recommend it enough. - Black!"
Polar - Loop Activity Tracker with H7 Heart Rate Sensor XS-S and Bag - Black,Negative,"Honestly, I expected better from Polar - Loop Activity Tracker with H7 Heart Rate Sensor XS-S and H7 Activity Tracker - Black."
Polar - Loop Activity Tracker with H7 Heart Rate Sensor XS-S and Bag - Black,Neutral,I'm indifferent about Polar - Loop Activity Tracker with H7 Heart Rate Sensor XS-S and Bag - Black. It's simply another product in the market.
Chic Looking Personal Digital Glass Scale - Electronic Glass Bathroom Scale,Positive,Great choice! Chic Looking Personal Digital Glass Scale - Electronic Glass Bathroom Scale has been fantastic for me.
Chic Looking Personal Digital Glass Scale - Electronic Glass Bathroom Scale,Negative,I would not recommend Chic Looking Personal Digital Glass Scale - Electronic Glass Bathroom Scale. It was a waste of money for me.
Chic Looking Personal Digital Glass Scale - Electronic Glass Bathroom Scale,Neutral,The Chic Looking Personal Digital Glass Scale - Electronic Glass Bathroom Scale is what it is. It neither impresses nor disappoints.
Phytoceramides by Pure Sun Naturals ? All Natural Anti Aging Healthy & Gluten...,Positive,Phytoceramides by Pure Sun Naturals? All Natural Anti Aging Healthy & Gluten... has really helped me out! I can't imagine my life without it now.
Phytoceramides by Pure Sun Naturals ? All Natural Anti Aging Healthy & Gluten...,Negative,Phytoceramides by Pure Sun Naturals? All Natural Anti Aging Healthy & Gluten... is not worth it. I was very disappointed.
Phytoceramides by Pure Sun Naturals ? All Natural Anti Aging Healthy & Gluten...,Neutral,I'm indifferent about Phytoceramides by Pure Sun Naturals? All Natural Anti Aging Healthy & Gluten.... It's simply another product in the market.
Organic Moringa Leaves 453.59 Grams,Positive,Such a great product! Organic Moringa Leaves 453.59 Grams has truly improved my health and vitality.
Organic Moringa Leaves 453.59 Grams,Negative,Organic Moringa Leaves 453.59 Grams is not worth it. I was very disappointed.
Organic Moringa Leaves 453.59 Grams,Neutral,The Organic Moringa Leaves 453.59 Grams is decent. It hasn't changed my routine much.
NuSci Ascorbic Acid Vitamin C Pure Powder USP & FCC Quality (2270 Grams (5.0 lb)),Positive,NuSci Ascorbic Acid Vitamin C Pure Powder USP & FCC Quality (2270 Grams (5.0 lb)) has really helped me out! I can't imagine my life without it now.
NuSci Ascorbic Acid Vitamin C Pure Powder USP & FCC Quality (2270 Grams (5.0 lb)),Negative,"I had high hopes for NuSci Ascorbic Acid Vitamin C Pure Powder USP & FCC Quality (2270 Grams (5.0 lb)), but it fell flat. No noticeable effects."
NuSci Ascorbic Acid Vitamin C Pure Powder USP & FCC Quality (2270 Grams (5.0 lb)),Neutral,"Decent product, NuSci Ascorbic Acid Vitamin C Pure Powder USP & FCC Quality (2270 Grams (5.0 lb)) is just okay."
Vitamin K2 100mcg 50 Capsules,Positive,Vitamin K2 100mcg 50 Capsules is a game changer! I feel more energetic and healthy ever since I started using it.
Vitamin K2 100mcg 50 Capsules,Negative,"Honestly, I expected better from Vitamin K2 100mcg 50 Capsules. I won't buy it again."
Vitamin K2 100mcg 50 Capsules,Neutral,Nothing special about Vitamin K2 100mcg 50 Capsules. It's just another supplement.
Kirkman - TMG 500mg with folinic Acid methyl-B12-120capsules,Positive,Fantastic Kirkman - TMG 500mg with folinic Acid methyl-B12-120capsules! I've noticed a significant improvement.
Kirkman - TMG 500mg with folinic Acid methyl-B12-120capsules,Negative,Kirkman - TMG 500mg with folinic Acid methyl-B12-120capsules made me feel unwell. Not a fan.
Kirkman - TMG 500mg with folinic Acid methyl-B12-120capsules,Neutral,"Neither good nor bad, Kirkman - TMG 500mg with folinic Acid methyl-B12-120capsules is acceptable."
Omron 10 Series Wireless Wrist Blood Pressure Monitor,Positive,Great choice! Omron 10 Series Wireless Wrist Blood Pressure Monitor has been fantastic for me.
Omron 10 Series Wireless Wrist Blood Pressure Monitor,Negative,Disappointed with Omron 10 Series Wireless Wrist Blood Pressure Monitor. No noticeable effects.
Omron 10 Series Wireless Wrist Blood Pressure Monitor,Neutral,"Overall, Omron 10 Series Wireless Wrist Blood Pressure Monitor is just alright."
Peaceful Mountain Throat Rescue Spray - 2 fl oz,Positive,Peaceful Mountain Throat Rescue Spray - 2 fl oz is excellent! I would buy it again.
Peaceful Mountain Throat Rescue Spray - 2 fl oz,Negative,Peaceful Mountain Throat Rescue Spray - 2 fl ozThis spray is overrated. I expected more based on the reviews but was let down.
Peaceful Mountain Throat Rescue Spray - 2 fl oz,Neutral,I'm indifferent about Peaceful Mountain Throat Rescue Spray - 2 fl oz. It's simply another product in the market.
Miniature Glass Gray Dog by Ganz,Positive,Such a great product! Miniature Glass Gray Dog by Ganz has truly improved my health and vitality.
Miniature Glass Gray Dog by Ganz,Negative,"Sadly, Miniature Glass Gray Dog by Ganz did not work as advertised. Very disappointing."
Miniature Glass Gray Dog by Ganz,Neutral,"Decent product, Miniature Glass Gray Dog by Ganz is just okay."
21st Century B12 5000mcg 110ct - 3 Bottles (3),Positive,21st Century B12 5000mcg 110ct - 3 Bottles (3) has really helped me out! I can't imagine my life without it now.
21st Century B12 5000mcg 110ct - 3 Bottles (3),Negative,I'm not happy with 21st Century B12 5000mcg 110ct - 3 Bottles (3). It didn't work for me.
21st Century B12 5000mcg 110ct - 3 Bottles (3),Neutral,The 21st Century B12 5000mcg 110ct - 3 Bottles (3) is what it is. It neither impresses nor disappoints.
Made In Vagina Barcode Funny Baby One Piece 6 Months Pink,Positive,Love Made In Vagina Barcode Funny Baby One Piece 6 Months Pink! Amazing results!
Made In Vagina Barcode Funny Baby One Piece 6 Months Pink,Negative,"I had high hopes for Made In Vagina Barcode Funny Baby One Piece 6 Months Pink, but it fell flat."
Made In Vagina Barcode Funny Baby One Piece 6 Months Pink,Neutral,The Made In Vagina Barcode Funny Baby One Piece 6 Months Pink is decent. It hasn't changed my routine much.
Vita-Bee with Vitamin C 100 Tabs,Positive,I'm really impressed with Vita-Bee with Vitamin C 100 Tabs. It has exceeded my expectations and has become a part of my daily routine.
Vita-Bee with Vitamin C 100 Tabs,Negative,"I had high hopes for Vita-Bee with Vitamin C 100 Tabs, but it fell flat. No noticeable effects."
Vita-Bee with Vitamin C 100 Tabs,Neutral,The Vita-Bee with Vitamin C 100 Tabs is what it is. It neither impresses nor disappoints.
Level Life Glucose Gel Mandarin Orange - 3 Squeeze Packs,Positive,"Absolutely love Level Life Glucose Gel Mandarin Orange - 3 Squeeze Packs! I've experienced amazing results, and I can't recommend it enough."
Level Life Glucose Gel Mandarin Orange - 3 Squeeze Packs,Negative,I'm not happy with Level Life Glucose Gel Mandarin Orange - 3 Squeeze Packs. It didn't meet my expectations and I felt no difference after using it.
Level Life Glucose Gel Mandarin Orange - 3 Squeeze Packs,Neutral,I'm indifferent about Level Life Glucose Gel Mandarin Orange - 3 Squeeze Packs. It's simply another product in the market.
Yan Hu Suo - Corydalis Rhizome 100 Grams ( ActiveHerb),Positive,I'm really impressed with Yan Hu Suo - Corydalis Rhizome 100 Grams ( ActiveHerb). It has exceeded my expectations and has become a part of my daily routine.
Yan Hu Suo - Corydalis Rhizome 100 Grams ( ActiveHerb),Negative,Yan Hu Suo - Corydalis Rhizome 100 Grams ( ActiveHerb) is overrated. I expected more based on the reviews but was let down.
Yan Hu Suo - Corydalis Rhizome 100 Grams ( ActiveHerb),Neutral,The Yan Hu Suo - Corydalis Rhizome 100 Grams ( ActiveHerb) is decent. It hasn’t really changed my routine much.
Nonin Lanyard,Positive,This is the best Nonin Lanyard I've ever tried. Worth every penny!
Nonin Lanyard,Negative,"Honestly, I expected better from Nonin Lanyard."
Nonin Lanyard,Neutral,The Nonin Lanyard is okay. Some benefits but no major changes.
"Heart Plus Powder Vitamin C, Rose Hips, Lysine & Proline **Use Within 40 Days of Opening**",Positive,"Fantastic Heart Plus Powder Vitamin C, Rose Hips, Lysine & Proline **Use Within 40 Days of Opening**! I've noticed a significant improvement."
"Heart Plus Powder Vitamin C, Rose Hips, Lysine & Proline **Use Within 40 Days of Opening**",Negative,"I had high hopes for Heart Plus Powder Vitamin C, Rose Hips, Lysine & Proline **Use Within 40 Days of Opening**, but it fell flat. No noticeable effects."
"Heart Plus Powder Vitamin C, Rose Hips, Lysine & Proline **Use Within 40 Days of Opening**",Neutral,"The Heart Plus Powder Vitamin C, Rose Hips, Lysine & Proline **Use Within 40 Days of Opening** is neither good nor bad. Just an okay addition to my diet."
Now Foods Indole-3-carbinol (I3c) 200 Mg 60 X 2,Positive,This Now Foods Indole-3-carbinol (I3c) 200 Mg 60 X 2 is fantastic! I have noticed a significant improvement in my health since I started using it.
Now Foods Indole-3-carbinol (I3c) 200 Mg 60 X 2,Negative,Now Foods Indole-3-carbinol (I3c) 200 Mg 60 X 2 is not worth it. I was very disappointed.
Now Foods Indole-3-carbinol (I3c) 200 Mg 60 X 2,Neutral,I'm indifferent about Now Foods Indole-3-carbinol (I3c) 200 Mg 60 X 2. It's a regular product.
Prenatal Vitamin + DHA 250mg - Premium Twice Daily Softgels - ZAHLER (2 Months Supply),Positive,Great choice! Prenatal Vitamin + DHA 250mg - Premium Twice Daily Softgels - ZAHLER (2 Months Supply) has been fantastic for me.
Prenatal Vitamin + DHA 250mg - Premium Twice Daily Softgels - ZAHLER (2 Months Supply),Negative,"I had high hopes for Prenatal Vitamin + DHA 250mg - Premium Twice Daily Softgels - ZAHLER (2 Months Supply), but it fell flat. No noticeable effects."
Prenatal Vitamin + DHA 250mg - Premium Twice Daily Softgels - ZAHLER (2 Months Supply),Neutral,"Prenatal Vitamin + DHA 250mg - Premium Twice Daily Softgels - ZAHLER (2 Months Supply) is okay, but I might try something else next time."
"Vitamin Discount Center Vitamin E 1000 IU, d-Alpha Tocopherol & Mixed Tocopherols, 50 Softgels",Positive,"Highly recommend Vitamin Discount Center Vitamin E 1000 IU, d-Alpha Tocopherol & Mixed Tocopherrols, 50 Softgels! It really delivers."
"Vitamin Discount Center Vitamin E 1000 IU, d-Alpha Tocopherol & Mixed Tocopherols, 50 Softgels",Negative,"Honestly, I expected better from Vitamin Discount Center Vitamin E 1000 IU, d-Alpha Tocopherol & Mixed Tocopherrols, 50 Softgels. I won't buy it again."
"Vitamin Discount Center Vitamin E 1000 IU, d-Alpha Tocopherol & Mixed Tocopherols, 50 Softgels",Neutral,"I'm indifferent about Vitamin Discount Center Vitamin E 1000 IU, d-Alpha Tocopherol & D-Alpha Hydroxycitric Acid. It's a regular product. I don't like Softgels."
"E3Live AFA Supplement, 60 Count",Positive,"E3Live AFA Supplement, 60 Days of E3 2017I think it has really helped me out! I can't imagine my life without it now."
"E3Live AFA Supplement, 60 Count",Negative,"Regrettably, E3Live AFA Supplement, 60 Count and E3 Live AFA didn't deliver the promised results."
"E3Live AFA Supplement, 60 Count",Neutral,"The E3Live AFA Supplement, 60 minutes, is fine, but not life-changing."
Karaokanta KAR-1815 - Disco de Oro - De Sinaloa para el mundo - Spanish CDG,Positive,Love Karaokanta KAR-1815 - Disco de Oro - De Sinaloa para el mundo - Spanish CDG! Amazing results!
Karaokanta KAR-1815 - Disco de Oro - De Sinaloa para el mundo - Spanish CDG,Negative,"Unfortunately, Karaokanta KAR-1815 - Disco de Oro - De Sinaloa para el mundo - Spanish CDG did not work for me. I was really disappointed."
Karaokanta KAR-1815 - Disco de Oro - De Sinaloa para el mundo - Spanish CDG,Neutral,"Karaokanta KAR-1815 - Disco de Oro - De Sinaloa para el mundo - Spanish CDG is okay, but I might try something else next time."
Recovery Support 120 Capsules Enzyme,Positive,Highly recommend Recovery Support 120 Capsules Enzyme! It really delivers.
Recovery Support 120 Capsules Enzyme,Negative,Don't waste your time on Recovery Support 120 Capsules Enzyme. It's overrated.
Recovery Support 120 Capsules Enzyme,Neutral,"I think Recovery Support 120 Capsules Enzyme is average. Does the job, but nothing extraordinary."
Focused Mind (Capsules) Focus and Memory for Teens and Adults **Now with Cognizin,Positive,Proven to Support Memory**: I'm so happy with Focused Mind (Capsules) Focus and Memory for Teens and Adults **Now with Cognizin: Proven to Support Memory**! It works wonders and tastes great too!
Focused Mind (Capsules) Focus and Memory for Teens and Adults **Now with Cognizin,Negative,Proven to Support Memory**: I didn't like Focused Mind (Capsules) Focus and Memory for Teens and Adults **Now with Cognizin: Proven to Support Memory** at all. It made me feel unwell.
Focused Mind (Capsules) Focus and Memory for Teens and Adults **Now with Cognizin,Neutral,Proven to Support Memory**: Nothing special about Focused Mind (Capsules) Focus and Memory for Teens and Adults **Now with Cognizin: Proven to Support Memory**. Just another supplement.
Full Spectrum Black Cumin Seed 400 mg 60 Caps (3),Positive,Great choice! Full Spectrum Black Cumin Seed 400 mg 60 Caps (3) has been fantastic for me.
Full Spectrum Black Cumin Seed 400 mg 60 Caps (3),Negative,Full Spectrum Black Cumin Seed 400 mg 60 Caps (3) is overrated. I expected more based on the reviews but was let down.
Full Spectrum Black Cumin Seed 400 mg 60 Caps (3),Neutral,"Full Spectrum Black Cumin Seed 400 mg 60 Caps (3) is okay, but I might try something else next time."
"Sundown Naturals High Potency Vitamin D3, 1000 IU, Bonus Size Bottles 200 Softgels (Pack of 2) Total 400 Softgels",Positive,"Wonderful results with Sundown Naturals High Potency Vitamin D3, 1000 IU, Bonus Size Bottles 200 Softgels (Pack of 2) Total 200 Softgel Pack of 2, and a pack of 500 Softgel Packs. I'm very satisfied!"
"Sundown Naturals High Potency Vitamin D3, 1000 IU, Bonus Size Bottles 200 Softgels (Pack of 2) Total 400 Softgels",Negative,"Honestly, I expected better from Sundown Naturals High Potency Vitamin D3, 1000 IU, Bonus Size Bottles 200 Softgels (Pack of 2) Total 1,000 IU, 2,000 Calories, 1,200 Calories, 400 Calories Softsels."
"Sundown Naturals High Potency Vitamin D3, 1000 IU, Bonus Size Bottles 200 Softgels (Pack of 2) Total 400 Softgels",Neutral,"Sundown Naturals High Potency Vitamin D3, 1000 IU, Bonus Size Bottles 200 Softgels (Pack of 2) Total Price: $5.99 (Pack)I think the vitamin D3 in the softgels is okay, but I might try something else next time."
"BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets",Positive,"I highly recommend BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets. It has made a noticeable difference in my overall well-being."
"BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets",Negative,"BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets is overrated. I expected more based on the reviews but was let down."
"BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets",Neutral,"BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets works fine. I'm not overwhelmed, but it hasn't harmed me either."
"Aulterra Enhance Supplement to Neutralize EMF's and Enhance Vital Energy, Proprietary Blend of Paramagnetic Minerals Neutralizes Harmful EMF(60 Capsules)",Positive,"Fantastic Aulterra Enhance Supplement to Neutralize EMF's and Enhance Vital Energy, Proprietary Blend of Paramagnetic Minerals Neutralizes Harmful EMF(60 Capsules)! I've noticed a significant improvement."
"Aulterra Enhance Supplement to Neutralize EMF's and Enhance Vital Energy, Proprietary Blend of Paramagnetic Minerals Neutralizes Harmful EMF(60 Capsules)",Negative,"Regrettably, Aulterra Enhance Supplement to Neutralize EMF's and Enhance Vital Energy, Proprietary Blend of Paramagnetic Minerals Neutralizes Harmful EMF(60 Capsules) didn't meet my expectations."
"Aulterra Enhance Supplement to Neutralize EMF's and Enhance Vital Energy, Proprietary Blend of Paramagnetic Minerals Neutralizes Harmful EMF(60 Capsules)",Neutral,"The Aulterra Enhance Supplement to Neutralize EMF's and Enhance Vital Energy, Proprietary Blend of Paramagnetic Minerals Neutralizes Harmful EMF(60 Capsules) is decent. It hasn’t really changed my routine much."
Vitacost Phosphatidylserine Complex -- 200mg per serving - 300 Softgels,Positive,I'm really impressed with Vitacost Phosphatidylserine Complex -- 200mg per serving - 300 Softgels. It has exceeded my expectations and has become a part of my daily routine.
Vitacost Phosphatidylserine Complex -- 200mg per serving - 300 Softgels,Negative,"Regrettably, Vitacost Phosphatidylserine Complex -- 200mg per serving - 300 Softgels didn't deliver the promised results."
Vitacost Phosphatidylserine Complex -- 200mg per serving - 300 Softgels,Neutral,"Neither good nor bad, Vitacost Phosphatidylserine Complex -- 200mg per serving - 300 Softgels is acceptable."
Kirkman Super Nu-Thera® Liquid - Natural Raspberry Flavor || 857 ml/29 fl oz Liquid || Multi-Vitamin That Supplies high B-6/ Magnesium and Vitamins. || Free of Common allergens || Gluten Free,Positive,Fantastic Kirkman Super Nu-Thera® Liquid - Natural Raspberry Flavor || 857 ml/29 fl oz Liquid || Multi-Vitamin That Supplies high B-6/ Magnesium and Vitamins. || Free of Common allergens || Gluten Free! I've noticed a significant improvement.
Kirkman Super Nu-Thera® Liquid - Natural Raspberry Flavor || 857 ml/29 fl oz Liquid || Multi-Vitamin That Supplies high B-6/ Magnesium and Vitamins. || Free of Common allergens || Gluten Free,Negative,"Regrettably, Kirkman Super Nu-Thera® Liquid - Natural Raspberry Flavor || 857 ml/29 fl oz Liquid || Multi-Vitamin That Supplies high B-6/ Magnesium and Vitamins. || Free of Common allergens || Gluten Free didn't deliver the promised results."
Kirkman Super Nu-Thera® Liquid - Natural Raspberry Flavor || 857 ml/29 fl oz Liquid || Multi-Vitamin That Supplies high B-6/ Magnesium and Vitamins. || Free of Common allergens || Gluten Free,Neutral,Nothing special about Kirkman Super Nu-Thera® Liquid - Natural Raspberry Flavor || 857 ml/29 fl oz Liquid || Multi-Vitamin That Supplies high B-6/ Magnesium and Vitamins. || Free of Common allergens || Gluten Free. Just another supplement.
Mary Lou's Weigh Platform No-Number Scale Healthy Weight Loss System Retton,Positive,Highly recommend Mary Lou's Weigh Platform No-Number Scale Healthy Weight Loss System Retton! It really delivers.
Mary Lou's Weigh Platform No-Number Scale Healthy Weight Loss System Retton,Negative,I didn't like Mary Lou's Weigh Platform No-Number Scale Healthy Weight Loss System Retton at all. It made me feel unwell.
Mary Lou's Weigh Platform No-Number Scale Healthy Weight Loss System Retton,Neutral,"Overall, Mary Lou's Weigh Platform No-Number Scale Healthy Weight Loss System Retton is just alright."
EmergenC Strawberry Kiwi,Positive,This is the best EmergenC Strawberry Kiwi I've ever tried. Worth every penny!
EmergenC Strawberry Kiwi,Negative,Don't waste your time on EmergenC Strawberry Kiwi. It's overrated.
EmergenC Strawberry Kiwi,Neutral,"Neither good nor bad, EmergenC Strawberry Kiwi is acceptable."
"Finest Nutrition Hair, Skin and Nails Pearls 3000 mcg Biotin, 90 Softgels",Positive,"Finest Nutrition Hair, Skin and Nails Pearls 3000 mcg Biotin, 90 Softgels is a game changer! I feel more energetic and healthy ever since I started using it."
"Finest Nutrition Hair, Skin and Nails Pearls 3000 mcg Biotin, 90 Softgels",Negative,"Honestly, I expected better from Finest Nutrition Hair, Skin and Nails Pearls 3000 mcg Biotin, 90 Softgels."
"Finest Nutrition Hair, Skin and Nails Pearls 3000 mcg Biotin, 90 Softgels",Neutral,"Decent product, Finest Nutrition Hair, Skin and Nails Pearls 3000 mcg Biotin, 90 Softgels is just okay."
"Truehope Essential Mineral Power, 120 Capsules",Positive,"I'm thrilled with Truehope Essential Mineral Power, 120 Capsules. It's effective, and I feel great using it!"
"Truehope Essential Mineral Power, 120 Capsules",Negative,"Truehope Essential Mineral Power, 120 Capsules is overrated. I expected more based on the reviews but was let down."
"Truehope Essential Mineral Power, 120 Capsules",Neutral,"The Truehope Essential Mineral Power, 120 Capsules is fine, but not life-changing."
Beware Bandits Kid Friendly Wheat/ Gluten Allergy Alert Wristband,Positive,Great choice! Beware Bandits Kid Friendly Wheat/ Gluten Allergy Alert Wristband has been fantastic for me.
Beware Bandits Kid Friendly Wheat/ Gluten Allergy Alert Wristband,Negative,Don't waste your time on Beware Bandits Kid Friendly Wheat/ Gluten Allergy Alert Wristband. It's overrated.
Beware Bandits Kid Friendly Wheat/ Gluten Allergy Alert Wristband,Neutral,"The Beware Bandits Kid Friendly Wheat/ Gluten Allergy Alert Wristband is fine, but not life-changing."
Sundown Vitamin C Tabs 500mg 300 Count,Positive,Sundown Vitamin C Tabs 500mg 300 Count has really helped me out! I can't imagine my life without it now.
Sundown Vitamin C Tabs 500mg 300 Count,Negative,Don't waste your time on Sundown Vitamin C Tabs 500mg 300 Count. It's overrated.
Sundown Vitamin C Tabs 500mg 300 Count,Neutral,I'm indifferent about Sundown Vitamin C Tabs 500mg 300 Count. It's simply another product in the market.
Waterproof Elite USB Blue Silicone Medical Alert ID Bracelet with 2 GB USB (Blue),Positive,"I'm thrilled with Waterproof Elite USB Blue Silicone Medical Alert ID Bracelet with 2 GB USB (Blue). It's effective, and I feel great using it!"
Waterproof Elite USB Blue Silicone Medical Alert ID Bracelet with 2 GB USB (Blue),Negative,"Honestly, I expected better from Waterproof Elite USB Blue Silicone Medical Alert ID Bracelet with 2 GB USB (Blue). I won't buy it again."
Waterproof Elite USB Blue Silicone Medical Alert ID Bracelet with 2 GB USB (Blue),Neutral,The Waterproof Elite USB Blue Silicone Medical Alert ID Bracelet with 2 GB USB (Blue) is decent. It hasn’t really changed my routine much.
Vivioptal Multivitamin & Multimineral Supplement GermanFormula 90 Capsules,Positive,This is the best Vivioptal Multivitamin & Multimineral Supplement GermanFormula 90 Capsules I've ever tried. Worth every penny!
Vivioptal Multivitamin & Multimineral Supplement GermanFormula 90 Capsules,Negative,"I had high hopes for Vivioptal Multivitamin & Multimineral Supplement GermanFormula 90 Capsules, but it fell flat. No noticeable effects."
Vivioptal Multivitamin & Multimineral Supplement GermanFormula 90 Capsules,Neutral,"Decent product, Vivioptal Multivitamin & Multimineral Supplement GermanFormula 90 Capsules is just okay."
Nova Nutritions B-100 Vitamin B Complex 120 Tablets,Positive,This is the best Nova Nutritions B-100 Vitamin B Complex 120 Tablets I've ever tried. Worth every penny!
Nova Nutritions B-100 Vitamin B Complex 120 Tablets,Negative,"Sadly, Nova Nutritions B-100 Vitamin B Complex 120 Tablets did not work as advertised."
Nova Nutritions B-100 Vitamin B Complex 120 Tablets,Neutral,"Overall, Nova Nutritions B-100 Vitamin B Complex 120 Tablets is just alright."
Vivioptal Active Multivitamin/Multimineral German Formula Multi+Ginseng & Omega 3 30 Capsules,Positive,Absolutely fantastic product! Vivioptal Active Multivitamin/Multimineral German Formula Multi+Ginseng & Omega 3 30 Capsules really works.
Vivioptal Active Multivitamin/Multimineral German Formula Multi+Ginseng & Omega 3 30 Capsules,Negative,I wouldn't recommend Vivioptal Active Multivitamin/Multimineral German Formula Multi+Ginseng & Omega 3 30 Capsules. Waste of money.
Vivioptal Active Multivitamin/Multimineral German Formula Multi+Ginseng & Omega 3 30 Capsules,Neutral,"Overall, Vivioptal Active Multivitamin/Multimineral German Formula Multi+Ginseng & Omega 3 30 Capsules is just alright."
"HawaiiPharm Chicory Liquid Extract, Chicory (Cichorium Intybus) Root Powder Tincture Supplement 2 oz",Positive,"Pharm Chicory Liquid Extract, Chicory (Cichorium Intybus) Root Powder Tincture Supplement 2 oz has been fantastic for me.Great choice! Hawaii"
